Player,Team,Nation,Position,Age,MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Playing Time_MP,Performance_GA,Performance_GA90,Performance_SoTA,Performance_Saves,Performance_Save%,Performance_W,Performance_D,Performance_L,Performance_CS,Performance_CS%,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Penalty Kicks_Save%,90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_PK,Standard_PKatt,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG
Edmond-Paris Maghoma,Brentford,eng ENG,MF,23.0,8.0,0,119.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,1.3,0.0,1.0,0.0,0.0,0.76,0.0,0.0,N/a,0.0,0.0,0.0,2.0,4.0,0.0,3.0,1.0,1.0,N/a,N/a,0.0
Edson Álvarez,West Ham United,mx MEX,MF,26.0,28.0,20,1772.0,19.7,0.0,1.0,1.0,0.0,0.0,0.0,9.0,1.0,0.0,0.05,0.05,0.0,0.05,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,19.7,0.0,12.0,1.0,8.3,0.61,0.05,0.0,0.0,0.0,0.0,1.0,42.0,18.0,4.0,7.0,18.0,26.0,N/a,N/a,0.0
Eiran Cashin,Brighton & Hove Albion,ie IRL,DF,22.0,2.0,0,20.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,0.2,0.0,0.0,0.0,N/a,0.0,0.0,N/a,N/a,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,N/a,N/a,0.0
Elliot Anderson,Nottingham Forest,eng ENG,MF,21.0,37.0,33,2728.0,30.3,2.0,6.0,8.0,2.0,0.0,0.0,10.0,0.0,0.07,0.2,0.26,0.07,0.26,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,30.3,2.0,40.0,7.0,17.5,1.32,0.23,0.05,0.29,0.0,0.0,0.0,47.0,57.0,4.0,86.0,29.0,55.0,N/a,N/a,0.0
Elyh Harrison,Manchester United,eng ENG,GK,18.0,0.0,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a
Emerson Palmieri,West Ham United,it ITA,"DF,MF",29.0,31.0,26,2113.0,23.5,2.0,1.0,3.0,2.0,0.0,0.0,5.0,0.0,0.09,0.04,0.13,0.09,0.13,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,23.5,2.0,16.0,7.0,43.8,0.68,0.3,0.13,0.29,0.0,0.0,0.0,25.0,13.0,0.0,62.0,22.0,31.0,N/a,N/a,0.0
Emi Buendía,Aston Villa,ar ARG,"FW,MF",27.0,N/a,0,98.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,1.1,0.0,5.0,0.0,0.0,4.59,0.0,0.0,N/a,0.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,5.0,N/a,N/a,0.0
Emil Krafth,Newcastle United,se SWE,DF,29.0,12.0,2,342.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,3.8,0.0,1.0,0.0,0.0,0.26,0.0,0.0,N/a,0.0,0.0,0.0,5.0,2.0,0.0,2.0,3.0,1.0,N/a,N/a,0.0
Emile Smith Rowe,Fulham,eng ENG,MF,24.0,N/a,25,2043.0,22.7,6.0,3.0,9.0,6.0,0.0,0.0,3.0,0.0,0.26,0.13,0.4,0.26,0.4,34.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,22.7,6.0,37.0,11.0,29.7,1.63,0.48,0.16,0.55,0.0,0.0,0.0,19.0,15.0,4.0,16.0,11.0,18.0,N/a,N/a,0.0
Emiliano Martínez,Aston Villa,ar ARG,GK,31.0,N/a,37,3194.0,35.5,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,37.0,47.0,1.32,144.0,99.0,68.1,18.0,9.0,10.0,8.0,21.6,2.0,1.0,1.0,0.0,50.0,35.5,0.0,0.0,0.0,N/a,0.0,0.0,N/a,N/a,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,3.0,N/a,N/a,0.0
Emmanuel Agbadou,Wolverhampton Wanderers,ci CIV,DF,27.0,16.0,16,1410.0,15.7,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.06,0.0,0.06,0.06,0.06,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,15.7,1.0,7.0,2.0,28.6,0.45,0.13,0.14,0.5,0.0,0.0,0.0,8.0,4.0,1.0,2.0,12.0,19.0,N/a,N/a,0.0
Enes Ünal,Bournemouth,tr TUR,FW,27.0,N/a,2,345.0,3.8,2.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,0.52,0.26,0.78,0.52,0.78,17.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,3.8,2.0,19.0,7.0,36.8,4.96,1.83,0.11,0.29,0.0,0.0,0.0,6.0,9.0,2.0,4.0,0.0,0.0,N/a,N/a,0.0
Enzo Fernández,Chelsea,ar ARG,MF,23.0,36.0,32,2947.0,32.7,6.0,7.0,13.0,6.0,0.0,0.0,8.0,0.0,0.18,0.21,0.4,0.18,0.4,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,32.7,6.0,53.0,20.0,37.7,1.62,0.61,0.11,0.3,0.0,0.0,0.0,52.0,54.0,2.0,111.0,13.0,32.0,N/a,N/a,0.0
Eric da Silva Moreira,Nottingham Forest,de GER,DF,18.0,2.0,0,30.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,0.3,0.0,0.0,0.0,N/a,0.0,0.0,N/a,N/a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,N/a,N/a,0.0
Erling Haaland,Manchester City,no NOR,FW,24.0,31.0,31,2736.0,30.4,22.0,3.0,25.0,19.0,3.0,4.0,2.0,0.0,0.72,0.1,0.82,0.62,0.72,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,30.4,22.0,109.0,60.0,55.0,3.59,1.97,0.17,0.32,3.0,4.0,0.0,24.0,13.0,4.0,3.0,5.0,6.0,N/a,N/a,0.0
Ethan Nwaneri,Arsenal,eng ENG,"FW,MF",17.0,26.0,11,895.0,9.9,4.0,2.0,6.0,4.0,0.0,0.0,1.0,0.0,0.4,0.2,0.6,0.4,0.6,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,9.9,4.0,24.0,9.0,37.5,2.41,0.91,0.17,0.44,0.0,0.0,0.0,10.0,5.0,6.0,54.0,3.0,6.0,N/a,N/a,0.0
Ethan Pinnock,Brentford,jm JAM,DF,31.0,22.0,21,1913.0,21.3,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.09,0.0,0.09,0.09,0.09,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,21.3,2.0,10.0,6.0,60.0,0.47,0.28,0.2,0.33,0.0,0.0,0.0,8.0,4.0,0.0,9.0,23.0,15.0,N/a,N/a,1.0
Ethan Wheatley,Manchester United,eng ENG,FW,18.0,0.0,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a
Evan Ferguson,Brighton & Hove Albion,ie IRL,FW,19.0,13.0,2,246.0,2.7,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.37,0.0,0.37,0.37,0.37,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,2.7,1.0,7.0,2.0,28.6,2.56,0.73,0.14,0.5,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,3.0,N/a,N/a,0.0
Evan Ferguson,West Ham United,ie IRL,FW,19.0,8.0,1,156.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,1.7,0.0,5.0,1.0,20.0,2.88,0.58,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,N/a,N/a,0.0
Evanilson,Bournemouth,br BRA,FW,24.0,N/a,28,2319.0,25.8,10.0,1.0,11.0,10.0,0.0,1.0,1.0,1.0,0.39,0.04,0.43,0.39,0.43,31.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,25.8,10.0,73.0,32.0,43.8,2.83,1.24,0.14,0.31,0.0,1.0,0.0,37.0,53.0,20.0,1.0,2.0,9.0,N/a,N/a,0.0
Ezra Mayers,West Ham United,bb BRB,DF,17.0,0.0,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a
Ezri Konsa,Aston Villa,eng ENG,DF,26.0,N/a,33,2936.0,32.6,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.06,0.0,0.06,0.06,0.06,34.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,32.6,2.0,11.0,5.0,45.5,0.34,0.15,0.18,0.4,0.0,0.0,0.0,9.0,47.0,1.0,5.0,24.0,20.0,N/a,N/a,0.0
Fabian Schär,Newcastle United,ch SUI,DF,32.0,34.0,33,2934.0,32.6,4.0,0.0,4.0,4.0,0.0,0.0,9.0,1.0,0.12,0.0,0.12,0.12,0.12,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,32.6,4.0,40.0,11.0,27.5,1.23,0.34,0.1,0.36,0.0,0.0,0.0,35.0,16.0,4.0,12.0,43.0,20.0,N/a,N/a,0.0
Fabio Carvalho,Brentford,pt POR,"FW,MF",21.0,19.0,3,455.0,5.1,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,0.4,0.2,0.59,0.4,0.59,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,5.1,2.0,12.0,6.0,50.0,2.37,1.19,0.17,0.33,0.0,0.0,0.0,5.0,10.0,1.0,10.0,3.0,9.0,N/a,N/a,0.0
Facundo Buonanotte,Leicester City,ar ARG,"MF,FW",19.0,N/a,14,1523.0,16.9,5.0,2.0,7.0,5.0,0.0,0.0,8.0,0.0,0.3,0.12,0.41,0.3,0.41,31.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,16.9,5.0,36.0,12.0,33.3,2.13,0.71,0.14,0.42,0.0,0.0,0.0,36.0,35.0,3.0,43.0,13.0,33.0,N/a,N/a,0.0
Federico Chiesa,Liverpool,it ITA,FW,26.0,6.0,1,108.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,1.2,0.0,5.0,2.0,40.0,4.17,1.67,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,2.0,0.0,0.0,N/a,N/a,0.0
Ferdi Kadioglu,Brighton & Hove Albion,tr TUR,"DF,MF",24.0,6.0,5,385.0,4.3,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.23,0.0,0.23,0.23,0.23,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,4.3,1.0,4.0,1.0,25.0,0.94,0.23,0.25,1.0,0.0,0.0,0.0,4.0,3.0,1.0,9.0,7.0,5.0,N/a,N/a,0.0
Filip Jørgensen,Chelsea,dk DEN,GK,22.0,6.0,6,540.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,1.5,28.0,20.0,71.4,3.0,0.0,3.0,1.0,16.7,1.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,N/a,0.0,0.0,N/a,N/a,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,N/a,N/a,0.0
Flynn Downes,Southampton,eng ENG,MF,25.0,N/a,25,2151.0,23.9,1.0,0.0,1.0,1.0,0.0,0.0,12.0,0.0,0.04,0.0,0.04,0.04,0.04,27.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,23.9,1.0,10.0,3.0,30.0,0.42,0.13,0.1,0.33,0.0,0.0,0.0,50.0,39.0,0.0,4.0,31.0,27.0,N/a,N/a,0.0
Franco Umeh-Chibueze,Crystal Palace,ie IRL,MF,19.0,0.0,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a
Frank Onyeka,Brentford,ng NGA,MF,26.0,2.0,0,25.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,0.3,0.0,0.0,0.0,N/a,0.0,0.0,N/a,N/a,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,N/a,N/a,0.0
Freddie Simmonds,Brighton & Hove Albion,eng ENG,DF,16.0,0.0,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a
Gabriel Jesus,Arsenal,br BRA,FW,27.0,17.0,6,608.0,6.8,3.0,0.0,3.0,3.0,0.0,0.0,4.0,0.0,0.44,0.0,0.44,0.44,0.44,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,6.8,3.0,20.0,8.0,40.0,2.96,1.18,0.15,0.38,0.0,0.0,0.0,14.0,10.0,9.0,6.0,5.0,6.0,N/a,N/a,0.0
Gabriel Magalhães,Arsenal,br BRA,DF,26.0,28.0,28,2363.0,26.3,3.0,1.0,4.0,3.0,0.0,0.0,4.0,0.0,0.11,0.04,0.15,0.11,0.15,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,26.3,3.0,22.0,5.0,22.7,0.84,0.19,0.14,0.6,0.0,0.0,0.0,19.0,19.0,0.0,9.0,16.0,15.0,N/a,N/a,0.0
Gabriel Martinelli,Arsenal,br BRA,"FW,MF",23.0,33.0,25,2290.0,25.4,8.0,4.0,12.0,8.0,0.0,0.0,1.0,0.0,0.31,0.16,0.47,0.31,0.47,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,25.4,8.0,56.0,25.0,44.6,2.2,0.98,0.14,0.32,0.0,0.0,0.0,16.0,21.0,8.0,90.0,4.0,15.0,N/a,N/a,0.0
Genesis Antwi,Chelsea,se SWE,MF,17.0,0.0,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a
George Edmundson,Ipswich Town,eng ENG,DF,26.0,1.0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,0.0,0.0,0.0,0.0,N/a,0.0,0.0,N/a,N/a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/a,N/a,0.0
George Hirst,Ipswich Town,sct SCO,FW,25.0,26.0,5,661.0,7.3,3.0,1.0,4.0,3.0,0.0,0.0,3.0,0.0,0.41,0.14,0.54,0.41,0.54,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,7.3,3.0,14.0,7.0,50.0,1.91,0.95,0.21,0.43,0.0,0.0,0.0,13.0,12.0,3.0,3.0,2.0,3.0,N/a,N/a,0.0
Georginio Rutter,Brighton & Hove Albion,fr FRA,"MF,FW",22.0,28.0,19,1656.0,18.4,5.0,3.0,8.0,5.0,0.0,0.0,2.0,0.0,0.27,0.16,0.43,0.27,0.43,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,18.4,5.0,50.0,12.0,24.0,2.72,0.65,0.1,0.42,0.0,0.0,0.0,34.0,45.0,7.0,9.0,11.0,14.0,N/a,N/a,0.0
Godwill Kukonki,Manchester United,eng ENG,DF,16.0,0.0,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a
Gonçalo Guedes,Wolverhampton Wanderers,pt POR,"MF,FW",27.0,29.0,10,995.0,11.1,2.0,4.0,6.0,2.0,0.0,0.0,1.0,0.0,0.18,0.36,0.54,0.18,0.54,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,11.1,2.0,27.0,8.0,29.6,2.44,0.72,0.07,0.25,0.0,0.0,0.0,14.0,17.0,3.0,22.0,3.0,6.0,N/a,N/a,0.0
Guido Rodríguez,West Ham United,ar ARG,MF,30.0,23.0,16,1149.0,12.8,0.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.08,0.08,0.0,0.08,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,12.8,0.0,8.0,1.0,12.5,0.63,0.08,0.0,0.0,0.0,0.0,0.0,18.0,12.0,2.0,5.0,13.0,21.0,N/a,N/a,0.0
Gustavo Nunes,Brentford,br BRA,MF,18.0,3.0,0,12.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,0.1,0.0,0.0,0.0,N/a,0.0,0.0,N/a,N/a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,N/a,N/a,0.0
Hamed Junior Traorè,Bournemouth,ci CIV,MF,24.0,N/a,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,0.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a
Hamza Choudhury,Leicester City,bd BAN,MF,26.0,N/a,1,131.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,1.5,0.0,0.0,0.0,N/a,0.0,0.0,N/a,N/a,0.0,0.0,0.0,1.0,0.0,0.0,5.0,5.0,1.0,N/a,N/a,0.0
Harrison Armstrong,Everton,eng ENG,MF,17.0,N/a,0,48.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,0.5,0.0,1.0,0.0,0.0,1.87,0.0,0.0,N/a,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,N/a,N/a,0.0
Harrison Reed,Fulham,eng ENG,MF,29.0,N/a,0,108.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,1.2,0.0,3.0,2.0,66.7,2.5,1.67,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,6.0,1.0,2.0,N/a,N/a,0.0
Harry Amass,Manchester United,eng ENG,MF,17.0,5.0,4,346.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,3.8,0.0,3.0,0.0,0.0,0.78,0.0,0.0,N/a,0.0,0.0,0.0,2.0,4.0,1.0,9.0,2.0,2.0,N/a,N/a,0.0
Harry Clarke,Ipswich Town,eng ENG,DF,23.0,7.0,4,379.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,4.2,0.0,1.0,1.0,100.0,0.24,0.24,0.0,0.0,0.0,0.0,1.0,5.0,1.0,0.0,5.0,3.0,3.0,N/a,N/a,0.0
Harry Howell,Brighton & Hove Albion,eng ENG,FW,15.0,1.0,0,7.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,0.1,0.0,0.0,0.0,N/a,0.0,0.0,N/a,N/a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,N/a,N/a,0.0
Harry Maguire,Manchester United,eng ENG,DF,31.0,27.0,19,1758.0,19.5,1.0,0.0,1.0,1.0,0.0,0.0,7.0,0.0,0.05,0.0,0.05,0.05,0.05,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,19.5,1.0,15.0,7.0,46.7,0.77,0.36,0.07,0.14,0.0,0.0,0.0,18.0,11.0,3.0,3.0,37.0,16.0,N/a,N/a,0.0
Harry Toffolo,Nottingham Forest,eng ENG,DF,28.0,4.0,1,137.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,1.5,0.0,1.0,0.0,0.0,0.66,0.0,0.0,N/a,0.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,3.0,N/a,N/a,0.0
Harry Wilson,Fulham,wls WAL,"MF,FW",27.0,N/a,12,1162.0,12.9,6.0,1.0,7.0,6.0,0.0,0.0,2.0,0.0,0.46,0.08,0.54,0.46,0.54,25.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,12.9,6.0,43.0,17.0,39.5,3.33,1.32,0.14,0.35,0.0,0.0,0.0,12.0,22.0,1.0,41.0,6.0,15.0,N/a,N/a,0.0
Harry Winks,Leicester City,eng ENG,MF,28.0,N/a,17,1538.0,17.1,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.12,0.12,0.0,0.12,22.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,17.1,0.0,10.0,4.0,40.0,0.59,0.23,0.0,0.0,0.0,0.0,0.0,9.0,13.0,0.0,33.0,8.0,10.0,N/a,N/a,0.0
